UUID,quantity
A013587,1
A013588,2
A013590,1
A013591,29
A013592,26
A013593,14
A013594,11
A013599,1
A013600,13
A013601,1
A013602,2
A013603,2
A013604,1
A013605,1
A013606,4
A013607,1
A013608,3
A013612,49
A013613,3
A013614,10
A013615,3
A013616,6
A013617,8
A013618,7
A013619,1
A013622,7
A013623,2
A013624,1
A013625,3
A013627,1
A013639,1
A013640,1
A013642,2
A013643,28
A013643,2
A013644,24
A013645,24
A013650,176
A013655,2
A013656,20
A013657,12
A013657,15
A013658,20
A013659,20
A013660,9
A013661,20
A013662,26
A013663,10
A013664,19
A013665,8
A013666,7
A013667,12
A013668,13
A013669,2
A013670,10
A013671,27
A013671,10
A013672,10
A013674,2
A013675,3
A013676,9
A013677,1
A013679,3
A013680,5
A013681,3
A013682,1
A013683,16
A013684,30
A013685,1
A013686,3
A013687,2
A013688,6
A013689,6
A013691,149
A013692,5
A013693,8
A013695,5
A013701,5
A013704,10
A013706,2
A013706,6
A013707,37
A013710,2
A013711,57
A013713,26
A013717,3
A013717,1
A013718,4
A013718,2
A013719,8
A013722,18
A013723,1
A013724,5
A013733,26
A013740,1
A013742,8
A013745,63
A013747,71
A013749,8
A013753,4
A013757,8
A013761,58
A013762,5
A013765,3
A013767,2
A013768,2
A013771,79
A013776,3
A013776,1
A013780,97
A013780,3
A013785,14
A013787,204
A013788,10
A013790,27
A013792,1
A013794,10
A013796,15
A013797,1
A013800,5
A013801,12
A013802,6
A013802,1
A013803,10
A013804,45
A013806,2
A013809,3
A013810,3
A013810,-10
A013811,2
A013812,4
A013812,6
A013813,50
A013831,241
A013834,4
A013837,10
A013850,5
A013851,11
A013853,6
A013933,1
A013934,1
A013935,1
A013936,1
A013937,2
A013944,1
A013945,1
A013948,12
A013949,1
A013950,2
A013951,3
A013952,1
A013961,46
A013962,2
A013967,2
A013968,2
A013970,88
A013973,2
A013974,4
A013975,2
A013983,1
A013984,2
A013985,102
A013990,128
A013998,2
A014002,1
A014003,1
A014004,2
A014005,1
A014006,1
A014007,1
A014008,3
A014012,1
A014015,2
A014017,2
A014018,1
A014021,2
A014022,1
A014023,173
A014024,1
A014027,7
A014030,1
A014032,2
A014033,1
A014035,2
A014037,1
A014042,1
A014047,1
A014048,6
A014050,2
A014052,1
A014057,2
A014059,1
A014064,1
A014065,1
A014067,1
A014067,1
A014068,2
A014069,2
A014070,2
A014070,1
A014071,2
A014072,1
A014073,2
A014074,5
A014079,1
A014080,4
A014082,4
A014084,1
A014085,1
A014086,1
A014092,5
A014093,14
A014098,4
A014099,2
A014102,1
A014103,2
A014118,3
A014121,3
A014122,1
A014131,1
A014132,9
A014133,4
A014136,8
A014136,11
A014143,1
A014144,7
A014149,1
A014149,1
A014150,1
A014152,5
A014153,1
A014154,1
A014155,4
A014157,2
A014158,7
A014159,4
A014160,3
A014161,2
A014162,4
A014163,1
A014164,5
A014165,2
A014166,2
A014167,2
A014168,1
A014173,1
A014174,3
A014175,1
A014176,2
A014179,3
A014181,1
A014182,3
A014183,2
A014189,1
A014190,1
A014191,1
A014192,2
A014193,2
A014194,1
A014195,1
A014206,1
A014207,1
A014208,1
A014211,1
A014213,8
A014214,2
A014216,1
A014217,2
A014219,2
A014220,2
A014224,4
A014225,2
A014226,1
A014227,1
A014230,2
A014231,1
A014232,1
A014233,1
A014234,2
A014235,5
A014236,1
A014239,2
A014240,1
A014241,2
A014242,1
A014244,2
A014246,3
A014247,1
A014250,3
A014251,1
A014253,1
A014254,4
A014255,2
A014256,2
A014257,43
A014258,1
A014259,1
A014261,1
A014263,2
A014267,2
A014268,1
A014269,12
A014270,17
A014271,2
A014272,5
A014273,1
A014274,3
A014276,1
A014277,12
A014284,1
A014285,2
A014286,7
A014287,4
A014288,30
A014290,2
A014292,1
A014293,2
A014295,1
A014296,7
A014297,2
A014298,1
A014299,1
A014300,5
A014301,2
A014303,2
A014310,1
A014311,19
A014311,23
A014314,11
A014316,1
A014320,44
A014321,1
A014321,2
A014322,4
A014328,2
A014328,1
A014329,2
A014329,2
A014332,1
A014333,1
A014333,1
A014336,1
A014337,2
A014341,8
A014342,4
A014344,2
A014345,3
A014346,1
A014347,1
A014348,1
A014349,7
A014350,3
A014352,18
A014354,10
A014356,14
A014358,1
A014359,1
A014366,1
A014367,6
A014368,8
A014370,2
A014370,11
A014374,1
A014376,1
A014377,5
A014380,1
A014381,59
A014383,2
A014383,8
A014384,2
A014386,1
A014386,1
A014388,16
A014389,3
A014390,2
A014393,5
A014394,1
A014395,1
A014397,2
A014398,1
A014399,1
A014400,1
A014401,22
A014402,5
A014403,2
A014404,3
A014405,3
A014406,4
A014407,4
A014409,3
A014410,3
A014411,2
A014412,2
A014413,11
A014415,456
A014416,1
A014418,8
A014419,6
A014420,1
A014421,5
A014425,2
A014426,10
A014432,2
A014475,20
A014478,1
A014479,2
A014483,13
A014484,10
A014485,74
A014488,2
A014489,10
A014490,8
A014491,2
A014492,6
A014493,16
A014496,9
A014497,13
A014498,21
A014499,26
A014500,27
A014501,22
A014502,8
A014503,16
A014503,2
A014505,5
A014506,2
A014507,18
A014508,20
A014508,162
A014509,23
A014511,19
A014512,9
A014513,63
A014514,9
A014515,4
A014516,3
A014517,14
A014519,11
A014520,5
A014520,1
A014521,10
A014522,10
A014523,3
A014524,2
A014525,3
A014526,6
A014527,10
A014528,9
A014529,29
A014530,7
A014531,62
A014533,19
A014534,6
A014535,20
A014536,72
A014537,15
A014538,588
A014539,1
A014540,13
A014541,1
A014542,84
A014544,6
A014545,1
A014546,11
A014547,8
A014548,9
A014549,5
A014549,5
A014550,10
A014551,31
A014552,2
A014553,10
A014554,1
A014555,5
A014556,2
A014557,16
A014560,20
A014561,10
A014562,5
A014564,11
A014565,8
A014566,16
A014567,10
A014568,4
A014569,322
A014570,9
A014571,13
A014572,10
A014573,13
A014574,1
A014574,6
A014575,19
A014576,10
A014577,30
A014578,67
A014580,205
A014581,6
A014582,8
A014583,19
A014584,4
A014585,24
A014587,8
A014588,81
A014589,10
A014590,5
A014592,34
A014593,12
A014594,33
A014595,7
A014596,8
A014597,14
A014598,54
A014600,31
A014601,25
A014602,25
A014603,41
A014604,6
A014605,4
A014606,3
A014607,4
A014608,3
A014611,13
A014612,36
A014613,2
A014614,24
A014615,3
A014616,117
A014617,14
A014618,9
A014619,7
A014620,30
A014621,1
A014621,8
A014622,20
A014623,6
A014624,8
A014625,11
A014626,1
A014627,718
A014628,18
A014629,243
A014630,7
A014631,9
A014632,5
A014633,9
A014634,372
A014635,10
A014636,8
A014637,10
A014638,11
A014639,6
A014640,9
A014641,12
A014642,13
A014643,10
A014644,10
A014645,2
A014646,14
A014647,10
A014648,10
A014649,10
A014650,8
A014651,23
A014652,29
A014653,140
A014655,6
A014656,5
A014658,20
A014659,13
A014660,2
A014661,8
A014662,4
A014663,14
A014664,6
A014664,1
A014665,5
A014666,8
A014667,74
A014668,31
A014669,60
A014669,1
A014670,37
A014671,78
A014672,42
A014673,2
A014674,10
A014675,10
A014676,10
A014677,9
A014678,35
A014679,8
A014681,8
A014682,10
A014683,25
A014684,30
A014685,29
A014686,3
A014687,17
A014688,10
A014689,11
A014690,26
A014691,13
A014692,13
A014693,8
A014694,19
A014696,1
A014697,10
A014698,14
A014699,5
A014700,24
A014701,10
A014702,3
A014703,8
A014705,10
A014707,10
A014708,1
A014709,2
A014710,3
A014711,2
A014713,3
A014714,2
A014715,1
A014716,1
A014717,2
A014718,2
A014719,1
A014720,2
A014721,1
A014722,2
A014723,2
A014724,1
A014725,1
A014726,1
A014727,1
A014728,2
A014729,8
A014730,2
A014731,1
A014732,2
A014733,2
A014734,2
A014735,1
A014736,1
A014738,2
A014739,1
A014741,31
A014742,1
A014743,1
A014744,1
A014745,1
A014746,2
A014747,2
A014748,5
A014749,3
A014750,1
A014751,4
A014751,1
A014752,6
A014753,1
A014754,2
A014755,7
A014756,7
A014756,1
A014757,1
A014758,71
A014759,1
A014760,2
A014761,7
A014762,10
A014764,1
A014765,9
A014766,38
A014767,9
A014768,3
A014769,31
A014770,9
A014771,127
A014772,4
A014773,9
A014774,10
A014775,3
A014776,3
A014777,3
A014778,5
A014779,13
A014780,6
A014781,11
A014783,23
A014784,2
A014785,1
A014786,1
A014787,4
A014788,2
A014789,2
A014790,1
A014791,20
A014792,2
A014793,10
A014794,14
A014794,1
A014795,11
A014796,23
A014797,19
A014798,2
A014801,20
A014801,1
A014802,18
A014803,5
A014805,4
A014806,4
A014808,194
A014809,16
A014811,8
A014812,3
A014813,2
A014814,3
A014815,5
A014816,34
A014817,2
A014818,3
A014819,1
A014820,15
A014822,1
A014823,6
A014824,11
A014825,5
A014826,4
A014827,18
A014828,1
A014829,4
A014830,133
A014831,16
A014832,8
A014833,1
A014834,3
A014835,3
A014836,27
A014837,2
A014838,1
A014838,10
A014839,2
A014840,4
A014841,10
A014842,4
A014842,2
A014843,4
A014844,6
A014844,3
A014845,10
A014847,8
A014847,10
A014848,4
A014848,1
A014849,8
A014850,4
A014851,2
A014852,1
A014854,2
A014855,1
A014856,9
A014857,2
A014859,4
A014860,9
A014861,5
A014862,1
A014863,6
A014864,26
A014865,13
A014866,11
A014867,13
A014868,16
A014868,4
A014870,1
A014871,15
A014872,59
A014875,27
A014876,10
A014877,6
A014880,12
A014881,5
A014882,2
A014882,1
A014883,14
A014884,10
A014885,3
A014886,20
A014887,19
A014888,22
A014889,30
A014890,6
A014892,9
A014894,20
A014895,25
A014896,1
A014897,12
A014898,2
A014899,10
A014899,3
A014900,10
A014901,16
A014903,10
A014904,10
A014905,13
A014906,10
A014907,20
A014908,11
A014909,10
A014910,9
A014911,10
A014912,10
A014913,2
A014914,50
A014915,1
A014916,18
A014917,784
A014917,100
A014918,15
A014919,768
A014919,30
A014920,31
A014921,6
A014922,600
A014922,219
A014923,80
A014924,14
A014925,186
A014926,64
A014927,9
A014928,2
A014929,28
A014930,6
A014931,10
A014932,210
A014932,30
A014933,83
A014933,7
A014934,6
A014935,10
A014936,10
A014937,50
A014938,23
A014939,10
A014940,108
A014940,60
A014941,22
A014942,10
A014943,16
A014944,18
A014945,28
A014946,4
A014947,20
A014948,24
A014949,7
A014950,30
A014951,20
A014952,33
A014953,16
A014954,30
A014955,10
A014956,4
A014957,22
A014958,13
A014959,10
A014960,1
A014961,10
A014962,13
A014963,8
A014964,38
A014965,2
A014967,8
A014968,3
A014968,3
A014970,5
A014971,6
A014973,10
A014974,27
A014975,19
A014976,36
A014977,10
A014978,82
A014979,3
A014980,18
A014981,1
A014981,3
A014982,1
A014983,9
A014985,3
A014986,9
A014987,19
A014988,1
A014990,1
A014993,49
A014993,2
A014994,400
A014994,132
A014995,612
A014995,100
A014996,611
A014998,232
A014998,41
A014999,32
A014999,6
A015001,1
A015002,15
A015003,1
A015005,2
A015006,15
A015007,6
A015008,5
A015011,4
A015012,3
A015013,5
A015014,4
A015015,1
A015021,24
A015022,4
A015023,2
A015024,2
A015025,2
A015025,4
A015026,3
A015027,2
A015028,2
A015029,1
A015030,6
A015031,2
A015032,2
A015033,1
A015035,2
A015036,2
A015039,2
A015040,2
A015041,3
A015042,1
A015044,2
A015045,6
A015049,3
A015049,3
A015050,1
A015051,2
A015052,3
A015055,2
A015056,2
A015058,1
A015058,1
A015059,1
A015060,2
A015061,1
A015062,1
A015063,3
A015064,12
A015065,20
A015067,10
A015068,34
A015068,1
A015069,7
A015070,21
A015071,3
A015072,8
A015075,3
A015076,6
A015077,4
A015077,1
A015078,4
A015078,1
A015079,1
A015080,4
A015081,2
A015083,2
A015084,7
A015085,2
A015086,1
A015089,6
A015090,1
A015091,2
A015093,5
A015094,1
A015097,2
A015100,3
A015101,2
A015103,1
A015104,1
A015106,2
A015107,1
A015108,2
A015109,14
A015111,10
A015112,18
A015112,21
A015113,13
A015113,20
A015114,4
A015115,81
A015116,6
A015117,10
A015118,1
A015119,1
A015122,10
A015123,154
A015123,1
A015124,3
A015125,5
A015126,35
A015126,5
A015127,12
A015127,15
A015130,3
A015130,5
A015131,6
A015132,11
A015133,4
A015134,1
A015135,4
A015136,3
A015137,2
A015138,32
A015139,4
A015140,4
A015141,3
A015142,5
A015143,1
A015144,24
A015145,3
A015147,2
A015150,8
A015151,2
A015152,2
A015153,4
A015154,1
A015155,2
A015156,3
A015157,3
A015158,2
A015160,4
A015162,3
A015164,2
A015165,2
A015166,2
A015167,1
A015168,1
A015169,9
A015171,1
A015172,2
A015173,2
A015174,4
A015175,81
A015176,1
A015178,2
A015179,1
A015180,2
A015182,2
A015183,2
A015184,3
A015185,2
A015186,1
A015187,1
A015188,4
A015189,1
A015190,1
A015191,8
A015192,1
A015193,2
A015196,2
A015197,3
A015198,4
A015199,5
A015200,30
A015201,4
A015202,1
A015204,3
A015205,2
A015206,9
A015207,1
A015208,5
A015209,6
A015210,1
A015211,1
A015212,3
A015213,8
A015214,3
A015216,2
A015217,3
A015218,1
A015219,1
A015222,3
A015223,3
A015224,1
A015225,1
A015226,1
A015227,4
A015228,4
A015229,2
A015230,2
A015231,5
A015232,1
A015233,1
A015233,1
A015234,2
A015237,1
A015237,11
A015238,2
A015239,1
A015239,1
A015240,3
A015241,7
A015242,1
A015242,1
A015243,3
A015244,2
A015246,1
A015247,1
A015249,2
A015250,12
A015251,1
A015252,1
A015253,10
A015254,2
A015255,2
A015256,2
A015257,2
A015257,1
A015258,2
A015259,2
A015260,5
A015261,129
A015262,57
A015263,46
A015264,9
A015265,1
A015266,2989
A015267,1
A015268,1
A015269,2
A015270,2
A015271,2
A015272,9
A015273,1
A015274,2
A015275,1
A015276,1
A015277,1
A015278,1
A015279,1
A015280,1
A015281,4
A015282,1
A015283,4
A015284,2
A015287,4
A015287,1
A015288,2
A015289,3
A015290,4
A015291,7
A015292,1
A015295,2
A015296,3
A015297,6
A015297,1
A015298,34
A015299,1
A015299,1
A015301,7
A015301,1
A015302,6
A015302,1
A015303,5
A015304,1
A015305,25
A015306,4
A015307,11
A015308,4
A015309,3
A015311,51
A015312,5
A015314,2
A015315,13
A015316,2
A015317,72
A015318,1
A015319,4
A015320,12
A015321,4
A015321,1
A015322,2
A015323,4
A015324,2
A015325,25
A015327,1
A015329,3
A015330,1
A015330,1
A015331,2
A015331,1
A015332,2
A015333,1
A015334,2
A015335,3
A015336,1
A015337,4
A015337,2
A015338,1
A015339,2
A015340,3
A015341,2
A015342,2
A015342,2
A015343,18
A015344,3
A015345,3
A015347,1
A015348,9
A015349,4
A015351,2
A015352,1
A015353,11
A015353,7
A015354,40
A015355,3
A015356,3
A015357,4
A015358,3
A015359,4
A015360,1
A015361,4
A015362,1
A015363,10
A015364,1
A015365,2
A015366,2
A015367,2
A015370,1
A015371,1
A015372,1
A015374,4
A015375,3
A015376,1
A015377,1
A015378,1
A015379,2
A015380,1
A015381,2
A015382,2
A015383,7
A015384,1
A015385,1
A015386,1
A015387,4
A015388,6
A015388,1
A015389,6
A015390,3
A015391,4
A015392,3
A015395,2
A015395,1
A015396,1
A015397,1
A015397,1
A015398,4
A015399,8
A015399,2
A015400,4
A015402,2
A015404,1
A015406,2
A015408,3
A015409,2
A015410,2
A015412,2
A015413,5
A015413,1
A015414,18
A015415,2
A015416,1
A015419,20
A015420,2
A015421,5
A015422,1
A015423,2
A015424,2
A015426,1
A015427,5
A015428,2
A015429,10
A015430,4
A015431,2
A015432,1
A015433,4
A015434,6
A015434,1
A015435,2
A015437,1
A015438,2
A015439,2
A015440,1
A015441,8
A015442,2
A015444,1
A015445,2
A015445,1
A015446,11
A015447,4
A015447,1
A015448,1
A015449,1
A015450,3
A015451,2
A015453,3
A015454,4
A015455,2
A015456,2
A015457,1
A015458,3
A015459,1
A015460,1
A015461,2
A015462,1
A015463,3
A015465,64
A015466,4
A015467,8
A015468,2
A015469,3
A015470,12
A015471,16
A015472,8
A015473,4
A015474,2
A015475,6
A015476,4
A015477,4
A015479,12
A015480,3
A015481,36
A015482,12
A015483,8
A015484,4
A015485,5
A015486,3
A015487,4
A015488,6
A015489,4
A015490,4
A015492,8
A015493,4
A015494,1
A015495,11
A015496,4
A015497,4
A015500,5
A015501,4
A015502,6
A015503,4
A015504,4
A015505,4
A015506,18
A015507,10
A015508,8
A015510,9
A015511,4
A015512,4
A015513,3
A015514,4
A015515,8
A015516,4
A015517,4
A015518,5
A015520,8
A015521,6
A015522,11
A015523,2
A015524,8
A015525,4
A015526,4
A015527,10
A015528,4
A015529,14
A015531,7
A015532,1
A015533,8
A015534,4
A015535,30
A015536,3
A015537,6
A015538,10
A015539,5
A015540,2
A015541,4
A015542,9
A015543,2
A015544,11
A015545,69
A015546,15
A015547,2
A015548,1
A015549,6
A015551,1
A015552,1
A015553,1
A015554,2
A015555,1
A015556,5
A015557,5
A015558,5
A015559,5
A015561,8
A015562,2
A015563,10
A015564,14
A015565,4
A015566,4
A015567,8
A015570,1
A015571,6
A015572,9
A015572,1
A015574,8
A015575,15
A015576,5
A015577,7
A015578,20
A015579,37
A015580,10
A015581,5
A015582,5
A015583,5
A015584,5
A015585,5
A015586,4
A015587,4
A015588,4
A015589,4
A015590,4
A015591,4
A015592,4
A015593,4
A015594,4
A015595,4
A015596,20
A015597,2
A015598,2
A015599,54
A015600,4
A015601,18
A015602,4
A015603,4
A015604,13
A015604,3
A015605,5
A015606,5
A015607,4
A015608,2
A015609,2
A015611,3
A015614,2
A015615,5
A015616,1
A015617,1
A015618,3
A015619,3
A015619,2
A015620,1
A015621,4
A015622,1
A015623,1
A015623,1
A015624,4
A015625,1
A015626,1
A015628,2
A015629,3
A015630,1
A015633,2
A015636,1
A015640,1
A015641,2
A015645,22
A015646,13
A015647,6
A015648,3
A015649,3
A015650,2
A015651,1
A015652,1
A015653,1
A015654,1
A015655,2
A015656,1
A015657,1
A015658,1
A015659,3
A015660,4
A015662,1
A015664,4
A015665,1
A015666,5
A015667,1
A015668,2
A015669,4
A015670,7
A015671,1
A015674,1
A015675,1
A015676,3
A015677,7
A015678,2
A015680,1
A015681,2
A015682,2
A015683,1
A015684,1
A015685,5
A015686,2
A015687,2
A015688,2
A015689,5
A015690,4
A015691,1
A015692,1
A015693,1
A015694,1
A015695,1
A015696,1
A015698,1
A015699,1
A015700,3
A015701,2
A015702,1
A015703,3
A015704,1
A015705,1
A015707,8
A015708,6
A015709,2
A015710,4
A015711,5
A015712,1
A015713,1
A015714,7
A015715,2
A015716,4
A015717,2
A015718,2
A015719,1
A015720,1
A015721,1
A015722,1
A015723,2
A015725,2
A015727,2
A015728,1
A015729,1
A015730,2
A015731,6
A015732,2
A015733,2
A015734,3
A015735,3
A015736,3
A015737,1
A015739,1
A015740,2
A015741,6
A015742,1
A015743,3
A015744,3
A015745,1
A015746,2
A015747,3
A015748,1
A015749,3
A015750,2
A015751,4
A015752,1
A015753,3
A015754,6
A015755,1
A015756,2
A015757,3
A015758,3
A015759,6
A015761,8
A015762,1
A015763,2
A015764,5
A015765,1
A015766,1
A015767,2
A015768,1
A015769,2
A015770,2
A015771,2
A015772,1
A015773,4
A015774,16
A015775,12
A015776,6
A015777,11
A015778,8
A015779,12
A015780,8
A015781,25
A015782,3
A015783,4
A015784,3
A015785,4
A015786,2
A015787,1
A015788,4
A015789,1
A015790,2
A015791,1
A015792,4
A015793,3
A015794,4
A015795,1
A015796,1
A015797,1
A015798,1
A015801,10
A015802,34
A015803,3
A015804,8
A015805,7
A015805,2
A015806,15
A015807,30
A015808,15
A015809,8
A015810,9
A015811,13
A015812,36
A015813,20
A015816,4
A015817,3
A015818,2
A015819,13
A015820,17
A015821,8
A015822,16
A015823,4
A015824,24
A015826,22
A015827,9
A015828,16
A015829,7
A015830,3
A015831,3
A015832,10
A015833,6
A015834,7
A015835,4
A015836,10
A015837,2
A015838,16
A015839,16
A015840,1
A015841,29
A015842,4
A015843,53
A015844,21
A015846,1
A015847,1
A015848,1
A015849,1
A015852,5
A015853,2
A015853,1
A015854,1
A015855,1
A015856,2
A015858,1
A015859,11
A015860,7
A015862,3
A015863,2
A015864,1
A015865,9
A015866,4
A015868,6
A015869,1
A015870,12
A015871,1
A015872,5
A015873,1
A015874,1
A015877,2
A015878,1
A015879,2
A015880,1
A015882,1
A015883,5
A015884,4
A015885,1
A015886,1
A015887,2
A015888,1
A015888,1
A015889,1
A015890,1
A015891,2
A015891,1
A015892,3
A015893,1
A015894,1
A015895,1
A015895,1
A015896,4
A015897,1
A015899,4
A015900,3
A015901,12
A015901,3
A015902,3
A015902,1
A015903,1
A015904,3
A015904,1
A015905,1
A015907,6
A015908,3
A015908,10
A015910,6
A015911,1
A015912,5
A015913,2
A015914,2
A015915,4
A015916,7
A015918,1
A015920,8
A015922,2
A015923,5
A015924,1
A015925,3
A015926,2
A015928,4
A015929,4
A015930,2
A015932,1
A015933,5
A015935,3
A015936,1
A015937,2
A015938,1
A015939,2
A015940,2
A015941,5
A015941,1
A015942,1
A015943,4
A015945,3
A015947,2
A015948,4
A015949,2
A015950,13
A015954,5
A015957,5
A015957,2
A015958,2
A015959,2
A015960,6
A015961,5
A015962,1
A015963,2
A015964,4
A015965,2
A015967,3
A015968,5
A015970,2
A015971,3
A015973,2
A015974,3
A015975,2
A015977,1
A015980,2
A015981,2
A015982,4
A015983,2
A015985,1
A015986,2
A015987,3
A015987,5
A015988,5
A015989,1
A015990,3
A015991,2
A015993,2
A015994,2
A015995,3
A015996,1
A015996,1
A015997,10
A015998,3
A015999,42
A016000,20
A016001,1
A016002,6
A016003,3
A016003,1
A016004,4
A016005,2
A016006,3
A016006,1
A016007,11
A016008,4
A016008,1
A016009,4
A016010,1
A016011,2
A016012,2
A016013,2
A016014,1
A016015,1
A016016,3
A016018,3
A016019,2
A016020,1
A016023,3
A016024,4
A016025,3
A016026,1
A016027,2
A016028,1
A016029,2
A016030,2
A016031,1
A016033,3
A016034,1
A016035,3
A016036,2
A016037,2
A016038,2
A016038,1
A016039,2
A016040,3
A016041,2
A016042,2
A016043,3
A016044,15
A016045,1
A016046,3
A016047,1
A016048,199
A016049,6
A016051,2
A016053,1
A016054,120
A016054,10
A016055,1364
A016056,3
A016057,17
A016058,16
A016059,74
A016059,1
A016060,8
A016060,6
A016061,30
A016062,1148
A016062,9
A016063,510
A016063,240
A016064,294
A016065,1
A016066,117
A016068,5
A016069,81
A016070,49
A016072,31
A016073,2
A016074,92
A016074,1
A016075,1
A016076,329
A016076,184
A016078,218
A016078,2
A016079,2
A016081,2
A016082,2
A016084,2
A016085,10
A016086,2
A016087,4
A016088,22
A016089,6
A016090,11
A016091,2
A016092,2
A016095,13
A016095,1
A016096,1
A016097,1
A016099,2
A016100,2
A016100,1
A016101,2
A016103,1
A016104,1
A016105,2
A016106,4
A016107,2
A016108,2
A016109,2
A016110,2
A016111,1
A016113,2
A016114,2
A016115,2
A016119,7
A016120,1
A016121,2
A016122,1
A016123,2
A016124,2
A016125,13
A016126,3
A016127,1
A016129,25
A016130,2
A016131,2
A016133,2
A016134,1
A016135,1
A016136,4
A016137,2
A016138,5
A016145,3
A016145,1
A016147,1
A016148,1
A016150,1
A016152,1
A016153,1
A016154,1
A016156,1
A016157,7
A016160,3
A016162,1
A016163,1
A016163,1
A016165,10
A016167,1
A016168,1
A016171,2
A016172,1
A016173,1
A016174,1
A016175,1
A016176,2
A016177,3
A016179,1
A016180,3
A016181,1
A016182,4
A016183,2
A016185,2
A016186,4
A016187,3
A016189,4
A016190,1
A016191,2
A016192,4
A016193,2
A016194,1
A016195,1
A016196,2
A016197,2
A016197,2
A016198,4
A016200,1
A016201,1
A016206,1
A016207,2
A016208,4
A016211,1
A016213,1
A016214,3
A016215,6
A016216,1
A016217,2
A016218,1
A016219,2
A016220,2
A016221,3
A016223,7
A016224,10
A016225,3
A016226,2
A016227,2
A016228,4
A016229,1
A016230,3
A016231,2
A016232,3
A016233,4
A016235,3
A016236,3
A016237,4
A016239,1
A016240,5
A016241,3
A016242,4
A016243,9
A016244,5
A016245,3
A016246,1
A016247,1
A016248,2
A016249,3
A016250,5
A016251,2
A016252,1
A016253,5
A016254,4
A016255,2
A016256,5
A016257,1
A016258,2
A016259,1
A016260,7
A016261,2
A016262,4
A016263,2
A016264,4
A016265,15
A016266,3
A016267,3
A016268,5
A016270,1
A016271,2
A016272,2
A016274,1
A016275,2
A016279,1
A016280,2
A016283,2
A016287,2
A016288,2
A016289,1
A016290,1
A016291,3
A016292,3
A016293,5
A016294,2
A016295,1
A016295,2
A016296,4
A016297,2
A016298,2
A016299,2
A016300,1
A016301,2
A016302,2
A016304,3
A016305,1
A016306,2
A016307,2
A016308,2
A016309,2
A016310,11
A016311,3
A016312,2
A016313,3
A016314,1
A016315,3
A016316,2
A016317,8
A016318,2
A016319,1
A016320,5
A016321,2
A016322,4
A016323,3
A016323,1
A016324,3
A016325,2
A016326,1
A016328,2
A016329,1
A016331,1
A016332,3
A016333,3
A016335,4
A016336,2
A016337,1
