UUID,putaway zone,volume
A005823,OPT-C-01-04,891
A005824,OPT-C-01-04,0
A005825,OPT-MDK-14,1002.375
A005826,OPT-C-01-04,3315
A005827,OPT-C-01-04,130.725
A005828,OPT-C-01-04,112.32
A005829,OPT-C-01-04,22.344
A005830,OPT-C-01-04,1200
A005831,OPT-C-01-04,0
A005832,,27370
A005833,,49742
A005834,CANTI-LIGHT,66757.5
A005835,CANTI-HEAVY,117300
A005836,CANTI-HEAVY,2227.5
A005837,,397296
A005838,,360000
A005839,,4207.5
A005840,OPT-A-07-11,1440
A005841,OPT-A-07-11,34500
A005842,OPT-MDK-14,2027.68
A005843,,1776
A005844,,2027.68
A005845,OPT-A-01-04,0
A005846,OPT-B-01-04,1000
A005847,OPT-A-01-04,1566
A005848,OPT-C-07-11,1566
A005849,OPT-B-01-04,2442
A005850,OPT-A-05-07,91392
A005851,OPT-A-05-07,302.4
A005852,,1242
A005853,OPT-B-05-07,13216
A005854,OPT-B-05-07,15958.8
A005855,OPT-A-07-11,22386
A005856,OPT-C-07-11,34807.5
A005857,OPT-C-01-04,12.54
A005858,"pallet jack
",0
A005859,OPT-C-01-04,614.51
A005860,OPT-C-07-11,32455.875
A005861,OPT-B-07-11,43032
A005862,OPT-B-08,136950
A005863,,3380.4
A005864,OPT-B-07-11,33206.25
A005865,OPT-C-01-04,5040
A005866,OPT-A-07-11,24577.5
A005867,OPT-A-05-07,12980
A005868,OPT-B-01-04,12980
A005869,OPT-B-01-04,3712.5
A005870,,27612
A005871,OPT-C-07-11,27612
A005872,OPT-B-08,17200
A005873,OPT-A-07-11,505475.6
A005874,OPT-B-08,318780
A005875,OPT-C-01-04,239040
A005876,OPT-A-01-04,4139.1
A005877,"pallet jack
",368986.5
A005878,"pallet jack
",499660
A005879,OPT-MDK-14,2857.68
A005880,OPT-C-01-04,3828
A005881,OPT-MDK-14,4511.64
A005882,OPT-A-07-11,4226.75
A005883,OPT-MDK-14,4511.64
A005884,OPT-C-07-11,12042
A005885,OPT-C-01-04,12091.2
A005886,OPT-C-05-07,8868.915
A005887,OPT-MDK-14,9024.51
A005888,OPT-B-01-04,10891.65
A005889,,8903.97
A005890,,17627.22
A005891,OPT-C-07-11,19204.152
A005892,OPT-C-01-04,191296
A005893,PALLET-A,191296
A005894,"pallet jack
",511225
A005895,OPT-C-01-04,37.5
A005896,OPT-C-01-04,57.72
A005897,OPT-C-07-11,11755.92
A005898,OPT-C-01-04,1536.975
A005899,OPT-C-01-04,990
A005900,OPT-A-05-07,455
A005901,"pallet jack
",0
A005902,OPT-C-01-04,0
A005903,OPT-B-07-11,0
A005904,OPT-C-07-11,0
A005905,OPT-C-07-11,0
A005906,"pallet jack
",0
A005907,OPT-C-05-07,0
A005908,OPT-C-05-07,0
A005909,OPT-C-07-11,2408.824
A005910,OPT-A-05-07,3257.1
A005911,OPT-B-07-11,34500
A005912,PALLET-B,34500
A005913,,33147.4
A005914,OPT-B-05-07,24178
A005915,OPT-C-08,417172
A005916,OPT-C-08,417172
A005917,OPT-C-08,450393.75
A005918,OPT-C-08,451129.5
A005919,OPT-C-08,204336
A005920,OPT-C-08,174636
A005921,OPT-C-08,186835
A005922,OPT-C-08,168084
A005923,OPT-C-08,216255.6
A005924,OPT-C-08,182952
A005925,"pallet jack
",132921.6
A005926,"pallet jack
",223165.8
A005927,"pallet jack
",223165.8
A005928,PALLET-A,181946.56
A005929,"pallet jack
",277290
A005930,"pallet jack
",254538
A005931,PALLET-A,196341.6
A005932,PALLET-A,0
A005933,PALLET-A,184353
A005934,PALLET-B,0
A005935,PALLET-A,221140.4
A005936,PALLET-A,212589.32
A005937,PALLET-A,132921.6
A005938,CANTI-LIGHT,12852
A005939,OPT-B-08,5906.25
A005940,OPT-C-05-07,7485.24
A005941,OPT-C-07-11,8002.5
A005942,OPT-B-07-11,12521.25
A005943,OPT-B-05-07,6978.72
A005944,OPT-A-07-11,8317.75
A005945,OPT-C-01-04,93.75
A005946,OPT-C-01-04,767.55
A005947,OPT-MDK-14,767.55
A005948,OPT-B-07-11,493.02
A005949,OPT-C-07-11,143735
A005950,OPT-C-07-11,10419
A005951,OPT-C-01-04,24.255
A005952,OPT-C-01-04,3.072
A005953,OPT-C-01-04,780.33
A005954,OPT-C-01-04,13.5
A005955,OPT-C-01-04,14.4
A005956,OPT-C-01-04,9.38
A005957,OPT-C-01-04,5.772
A005958,OPT-C-01-04,1765.344
A005959,OPT-MDK-14,433.92
A005960,OPT-C-01-04,105.45
A005961,OPT-C-01-04,2040
A005962,OPT-C-01-04,2653.875
A005963,OPT-C-01-04,301.6
A005964,OPT-C-01-04,297
A005965,OPT-C-07-11,1712.976
A005966,OPT-C-07-11,1712.976
A005967,OPT-B-01-04,13105.4
A005968,OPT-C-07-11,1086.8
A005969,OPT-C-07-11,1086.8
A005970,OPT-C-01-04,0
A005971,OPT-C-05-07,0
A005972,OPT-C-07-11,4024.8
A005973,OPT-B-01-04,0
A005974,OPT-C-01-04,5832
A005975,OPT-C-07-11,21675
A005976,OPT-C-01-04,125
A005977,OPT-A-05-07,70630
A005978,OPT-B-05-07,70630
A005979,OPT-A-05-07,70630
A005980,OPT-A-01-04,450.84
A005981,OPT-C-07-11,80325
A005982,OPT-C-05-07,2945
A005983,OPT-B-07-11,23100
A005984,OPT-C-01-04,4380.8
A005985,OPT-C-05-07,16268
A005986,OPT-AAAA-01-04,190.8
A005987,OPT-C-01-04,1891.57
A005988,OPT-C-01-04,2352
A005989,OPT-C-01-04,450
A005990,OPT-C-01-04,857.85
A005991,OPT-C-01-04,415.152
A005992,OPT-C-01-04,467.5
A005993,OPT-C-01-04,78
A005994,OPT-C-01-04,81
A005995,OPT-C-01-04,365
A005996,OPT-C-01-04,111.375
A005997,OPT-C-01-04,0
A005998,OPT-C-01-04,29.524
A005999,OPT-C-01-04,125.58
A006000,OPT-C-01-04,169.2
A006001,OPT-C-01-04,169.2
A006002,OPT-C-01-04,118.37
A006003,OPT-C-01-04,151.2
A006004,OPT-C-01-04,54
A006005,OPT-C-01-04,624.24
A006006,OPT-C-01-04,213.525
A006007,OPT-C-01-04,246.84
A006008,OPT-C-01-04,866.25
A006009,OPT-C-01-04,663.04
A006010,OPT-B-01-04,2150
A006011,OPT-C-01-04,440
A006012,OPT-MDK-14,1864.8
A006013,OPT-MDK-14,1968.75
A006014,OPT-B-01-04,0
A006015,OPT-C-01-04,630.36
A006016,OPT-C-01-04,827.2
A006017,OPT-A-01-04,44.52
A006018,OPT-C-01-04,24.7
A006019,OPT-B-05-07,0
A006020,OPT-B-05-07,403.425
A006021,OPT-C-01-04,319.44
A006022,OPT-C-01-04,604.8
A006023,OPT-C-01-04,590.205
A006024,OPT-C-01-04,704.48
A006025,OPT-C-01-04,867.42
A006026,OPT-C-01-04,867.42
A006027,OPT-C-01-04,1.862
A006028,OPT-C-01-04,748.512
A006029,OPT-B-01-04,232.5
A006030,OPT-A-01-04,0
A006031,OPT-C-01-04,0.8
A006032,OPT-C-01-04,269.5
A006033,OPT-C-01-04,2583
A006034,OPT-B-05-07,6808.5
A006035,,7336.08
A006036,OPT-A-01-04,1421
A006037,OPT-A-01-04,1468.32
A006038,OPT-A-05-07,13434.3
A006039,OPT-A-01-04,14100.15
A006040,OPT-A-01-04,879.424
A006041,,879.424
A006042,OPT-A-05-07,7182
A006043,,7182
A006044,OPT-B-05-07,6768.75
A006045,OPT-B-05-07,6768.75
A006046,OPT-A-01-04,343.684
A006047,OPT-B-05-07,24077.25
A006048,OPT-C-05-07,10320
A006049,OPT-B-01-04,30035.5
A006050,OPT-A-01-04,0
A006051,OPT-A-05-07,27508.95
A006052,OPT-A-05-07,16202.4
A006053,OPT-A-05-07,6187.168
A006054,OPT-B-05-07,7304
A006055,OPT-A-07-11,140553
A006056,OPT-C-07-11,5741.4
A006057,OPT-C-05-07,0
A006058,OPT-A-05-07,193966.5
A006059,OPT-A-05-07,193966.5
A006060,,0
A006061,,38610
A006062,OPT-B-08,0
A006063,,190125
A006064,OPT-B-07-11,2296
A006065,OPT-B-05-07,7864.5
A006066,OPT-B-05-07,7864.5
A006067,,1322256
A006068,OPT-MDK-14,1639.44
A006069,OPT-B-01-04,37.506
A006070,OPT-A-01-04,524.496
A006071,OPT-B-01-04,2.592
A006072,OPT-AAAA-01-04,283.92
A006073,OPT-C-01-04,0
A006074,OPT-C-01-04,20672
A006075,OPT-C-01-04,19467
A006076,OPT-C-01-04,20064
A006077,OPT-C-01-04,21607
A006078,OPT-MDK-14,18183
A006079,OPT-C-01-04,20915.2
A006080,OPT-C-01-04,21330
A006081,OPT-C-01-04,2769.25
A006082,OPT-MDK-14,4173.75
A006083,OPT-B-01-04,220.15
A006084,OPT-B-01-04,5538.5
A006085,OPT-C-01-04,6520.5
A006086,OPT-C-01-04,6520.5
A006087,OPT-MDK-14,2496
A006088,OPT-MDK-14,2496
A006089,OPT-C-01-04,1949.64
A006090,OPT-C-01-04,455.91
A006091,OPT-C-01-04,788.216
A006092,OPT-C-01-04,731
A006093,OPT-C-01-04,694.45
A006094,OPT-C-01-04,455.91
A006095,OPT-C-01-04,345.96
A006096,OPT-B-01-04,0
A006097,OPT-C-08,85260
A006098,OPT-C-01-04,33.62
A006099,OPT-C-01-04,39.809
A006100,OPT-C-01-04,179.55
A006101,"pallet jack
",54162
A006102,"pallet jack
",45275.25
A006103,OPT-C-01-04,49.896
A006104,OPT-C-01-04,44.352
A006105,OPT-C-01-04,101.4
A006106,OPT-C-08,53550
A006107,OPT-C-01-04,60.3
A006108,OPT-C-01-04,45.9
A006109,OPT-C-01-04,57.24
A006110,OPT-MDK-14,930.3
A006111,OPT-MDK-14,892.5
A006112,OPT-MDK-14,1428
A006113,OPT-MDK-14,1455.2
A006114,OPT-C-01-04,96
A006115,OPT-A-07-11,264973.5
A006116,OPT-B-01-04,1394.25
A006117,,4973.5
A006118,OPT-MDK-14,1198.425
A006119,OPT-MDK-14,1785
A006120,OPT-C-01-04,0
A006121,OPT-A-01-04,4.732
A006122,OPT-A-01-04,12.375
A006123,OPT-B-01-04,25.432
A006124,OPT-C-01-04,5.096
A006125,OPT-AAAA-01-04,5.625
A006126,OPT-AAA-01-04,5.175
A006127,OPT-B-01-04,0
A006128,OPT-AAA-01-04,40
A006129,OPT-A-01-04,0
A006130,OPT-C-01-04,15.36
A006131,OPT-B-01-04,6.4
A006132,OPT-C-01-04,5.85
A006133,OPT-C-01-04,6.656
A006134,OPT-C-01-04,6.647
A006135,OPT-C-01-04,2.34
A006136,OPT-C-01-04,3.6
A006137,OPT-C-01-04,1.936
A006138,OPT-C-01-04,4
A006139,OPT-C-01-04,14
A006140,OPT-B-01-04,4.896
A006141,OPT-AA-01-04,0
A006142,OPT-AAA-01-04,13.23
A006143,OPT-C-01-04,2.94
A006144,OPT-C-01-04,1.9
A006145,,0
A006146,OPT-C-01-04,0.833
A006147,OPT-C-01-04,5.88
A006148,OPT-B-01-04,6.4
A006149,OPT-C-01-04,15.606
A006150,OPT-C-01-04,6.075
A006151,OPT-AAAA-01-04,18.468
A006152,OPT-C-01-04,12.8
A006153,OPT-AAA-01-04,3.948
A006154,OPT-C-01-04,6.75
A006155,OPT-C-01-04,68.276
A006156,OPT-A-01-04,48.6
A006157,OPT-C-01-04,8.67
A006158,OPT-C-01-04,41.14
A006159,OPT-AA-01-04,50.4
A006160,OPT-AAA-01-04,17.908
A006161,OPT-C-01-04,12.8
A006162,OPT-C-01-04,14.112
A006163,OPT-A-01-04,6750
A006164,OPT-A-01-04,45
A006165,OPT-C-01-04,22.264
A006166,OPT-A-01-04,33
A006167,OPT-B-01-04,73.5
A006168,OPT-A-01-04,31.36
A006169,OPT-C-01-04,51.25
A006170,OPT-B-01-04,34.263
A006171,OPT-C-01-04,72
A006172,OPT-C-01-04,38.088
A006173,OPT-AAAA-01-04,50
A006174,OPT-B-01-04,5.408
A006175,OPT-C-01-04,26.973
A006176,OPT-A-01-04,60.3
A006177,OPT-C-01-04,0
A006178,OPT-B-01-04,3.92
A006179,OPT-B-01-04,53.24
A006180,OPT-B-01-04,5.915
A006181,OPT-C-01-04,64.98
A006182,OPT-B-01-04,0
A006183,,2.662
A006184,OPT-AA-01-04,17.298
A006185,OPT-MDK-14,12.1
A006186,OPT-C-01-04,6.048
A006187,OPT-C-01-04,13.671
A006188,OPT-C-01-04,1.152
A006189,OPT-C-01-04,15.925
A006190,OPT-C-01-04,63.536
A006191,OPT-C-01-04,121.68
A006192,OPT-A-01-04,0
A006193,OPT-C-01-04,11.25
A006194,OPT-C-01-04,3.6
A006195,OPT-C-01-04,3.2
A006196,OPT-C-01-04,13.328
A006197,OPT-C-01-04,6.3
A006198,OPT-A-01-04,1
A006199,OPT-A-01-04,4.275
A006200,OPT-C-01-04,1.5
A006201,,7.2
A006202,OPT-C-01-04,1.6
A006203,OPT-C-01-04,2.744
A006204,OPT-C-01-04,0.729
A006205,OPT-C-01-04,15.059
A006206,OPT-AA-01-04,0.4
A006207,OPT-AAA-01-04,1.058
A006208,OPT-C-01-04,2.916
A006209,OPT-A-01-04,0
A006210,OPT-A-01-04,0
A006211,OPT-A-05-07,0.6
A006212,OPT-A-01-04,2.601
A006213,OPT-A-01-04,2.048
A006214,OPT-A-01-04,9.2
A006215,OPT-C-01-04,2.88
A006216,OPT-A-01-04,9.9
A006217,OPT-C-01-04,8.381
A006218,OPT-AA-01-04,5.904
A006219,OPT-C-01-04,385
A006220,OPT-C-01-04,1.694
A006221,OPT-C-01-04,75
A006222,OPT-B-01-04,10.584
A006223,OPT-C-01-04,194.4
A006224,OPT-C-01-04,225.625
A006225,OPT-AA-01-04,0
A006226,,1416.8
A006227,CANTI-HEAVY,2051.1
A006228,CANTI-LIGHT,413.27
A006229,CANTI-LIGHT,2169.125
A006230,OPT-C-05-07,487.5
A006231,OPT-C-05-07,382.5
A006232,CANTI-HEAVY,276.862
A006233,OPT-C-01-04,81.536
A006234,OPT-C-01-04,381.15
A006235,OPT-C-01-04,452
A006236,OPT-AA-01-04,76.8
A006237,OPT-AA-01-04,25.23
A006238,OPT-AA-01-04,156.8
A006239,OPT-MDK-14,234
A006240,OPT-MDK-14,452
A006241,OPT-A-01-04,708.75
A006242,OPT-MDK-14,756
A006243,OPT-B-05-07,701.224
A006244,OPT-B-01-04,0
A006245,OPT-A-01-04,19.456
A006246,OPT-C-01-04,26.875
A006247,OPT-C-01-04,4.913
A006248,OPT-C-01-04,3.888
A006249,OPT-C-01-04,0.144
A006250,OPT-C-01-04,25
A006251,OPT-C-01-04,146.004
A006252,OPT-C-01-04,20.812
A006253,OPT-C-07-11,730.08
A006254,OPT-MDK-14,2337.5
A006255,OPT-B-01-04,15.972
A006256,OPT-C-01-04,0
A006257,OPT-A-01-04,25.35
A006258,OPT-C-01-04,6.25
A006259,OPT-C-01-04,855.44
A006260,OPT-C-01-04,48.6
A006261,OPT-C-01-04,0.361
A006262,OPT-C-01-04,2.42
A006263,OPT-MDK-14,0.072
A006264,OPT-B-01-04,0
A006265,OPT-A-01-04,0
A006266,,0.45
A006267,OPT-B-01-04,0
A006268,OPT-C-01-04,27.648
A006269,OPT-C-01-04,176.418
A006270,OPT-A-01-04,153.664
A006271,OPT-A-01-04,112.5
A006272,OPT-C-01-04,28.9
A006273,OPT-A-01-04,0
A006274,OPT-A-01-04,0
A006275,,50
A006276,OPT-A-01-04,0.2
A006277,,0.2
A006278,OPT-A-01-04,1.8
A006279,OPT-A-01-04,0
A006280,CANTI-LIGHT,1255.8
A006281,CANTI-LIGHT,532.95
A006282,CANTI-LIGHT,1719.9
A006283,CANTI-LIGHT,1719.9
A006284,CANTI-LIGHT,554.4
A006285,OPT-A-01-04,3888
A006286,OPT-C-01-04,945
A006287,OPT-A-01-04,222.75
A006288,OPT-C-01-04,2040.5
A006289,OPT-C-01-04,1855
A006290,OPT-MDK-14,0
A006291,OPT-C-01-04,7.942
A006292,OPT-C-01-04,5.04
A006293,OPT-C-01-04,7.938
A006294,OPT-C-01-04,6.804
A006295,OPT-C-01-04,4.352
A006296,OPT-C-01-04,5.852
A006297,OPT-C-01-04,4.32
A006298,OPT-A-01-04,6.864
A006299,OPT-C-01-04,3.757
A006300,OPT-C-01-04,2.873
A006301,OPT-C-01-04,181.76
A006302,OPT-B-01-04,11.56
A006303,,100
A006304,OPT-C-01-04,0
A006305,OPT-AAAA-01-04,0
A006306,OPT-AA-01-04,630
A006307,OPT-C-01-04,41.888
A006308,OPT-C-01-04,78.28
A006309,OPT-C-01-04,49.28
A006310,OPT-B-01-04,11.7
A006311,OPT-A-01-04,17.55
A006312,OPT-A-01-04,0
A006313,OPT-B-01-04,49
A006314,OPT-C-01-04,35.784
A006315,OPT-C-01-04,21.875
A006316,OPT-A-01-04,2.8
A006317,OPT-C-01-04,126.9
A006318,OPT-C-01-04,30
A006319,OPT-C-01-04,4.995
A006320,OPT-C-01-04,12.6
A006321,OPT-C-01-04,12.96
A006322,OPT-C-01-04,93.24
A006323,OPT-C-01-04,61
A006324,OPT-B-01-04,282.75
A006325,OPT-B-01-04,261.9
A006326,OPT-C-01-04,173.88
A006327,OPT-C-01-04,173.88
A006328,OPT-C-01-04,20.25
A006329,,6.84
A006330,OPT-A-01-04,3.63
A006331,OPT-A-01-04,3.63
A006332,OPT-B-01-04,0.288
A006333,OPT-C-01-04,3.3
A006334,OPT-C-01-04,0
A006335,OPT-C-01-04,1385.54
A006336,OPT-C-01-04,3142.125
A006337,OPT-C-01-04,1050
A006338,OPT-C-01-04,786.52
A006339,OPT-C-01-04,931
A006340,OPT-A-01-04,448
A006341,OPT-A-01-04,120.96
A006342,OPT-A-01-04,170.478
A006343,OPT-A-01-04,327.68
A006344,OPT-C-01-04,5684.58
A006345,OPT-C-01-04,166.012
A006346,OPT-A-01-04,567.6
A006347,OPT-C-01-04,1152
A006348,OPT-A-01-04,22
A006349,,56700
A006350,,58590
A006351,,2008.8
A006352,OPT-C-01-04,56.448
A006353,OPT-C-01-04,505.75
A006354,OPT-C-01-04,483.57
A006355,OPT-C-01-04,1326.675
A006356,OPT-C-01-04,51.875
A006357,OPT-C-01-04,122.4
A006358,OPT-C-01-04,480
A006359,OPT-C-01-04,487.872
A006360,OPT-C-01-04,1200.325
A006361,OPT-C-01-04,2759.043
A006362,OPT-C-01-04,143.22
A006363,OPT-C-01-04,586.625
A006364,OPT-B-01-04,100
A006365,OPT-C-01-04,54.32
A006366,OPT-C-01-04,12
A006367,OPT-A-01-04,1473.25
A006368,OPT-A-01-04,10.83
A006369,OPT-C-01-04,793.8
A006370,OPT-A-01-04,112.64
A006371,OPT-A-01-04,48.75
A006372,OPT-A-01-04,25.27
A006373,OPT-A-01-04,48
A006374,OPT-A-01-04,118.75
A006375,,119.07
A006376,OPT-B-01-04,245
A006377,OPT-B-01-04,293.7
A006378,OPT-A-05-07,65.892
A006379,OPT-C-01-04,2248.25
A006380,OPT-C-01-04,604.175
A006381,,0
A006382,OPT-C-01-04,2491.66
A006383,OPT-C-01-04,7803
A006384,OPT-A-01-04,200
A006385,OPT-C-01-04,640
A006386,OPT-C-01-04,806.725
A006387,OPT-C-01-04,2587.5
A006388,OPT-C-01-04,1681.75
A006389,OPT-C-01-04,2312
A006390,OPT-C-01-04,1240.02
A006391,OPT-A-05-07,1549.125
A006392,OPT-A-07-11,1398.663
A006393,OPT-C-01-04,686.51
A006394,OPT-A-01-04,48.4
A006395,OPT-C-01-04,938.556
A006396,OPT-C-01-04,1270
A006397,,0
A006398,,0
A006399,OPT-C-01-04,1740
A006400,OPT-A-01-04,506.25
A006401,OPT-A-01-04,280
A006402,OPT-A-01-04,137.54
A006403,,46.8
A006404,OPT-C-01-04,998.56
A006405,OPT-C-01-04,110.889
A006406,OPT-C-01-04,11475
A006407,OPT-C-01-04,100.44
A006408,OPT-C-01-04,567
A006409,OPT-C-01-04,5997.6
A006410,,0
A006411,OPT-C-07-11,1995
A006412,OPT-C-01-04,54.27
A006413,OPT-A-07-11,5376
A006414,OPT-A-01-04,66
A006415,OPT-C-01-04,2359.5
A006416,OPT-C-01-04,351
A006417,OPT-A-01-04,0
A006418,OPT-C-01-04,1534.5
A006419,OPT-C-01-04,88.218
A006420,OPT-C-01-04,11090.25
A006421,OPT-C-01-04,550
A006422,OPT-C-01-04,703.8
A006423,OPT-C-01-04,947.625
A006424,OPT-C-01-04,1152
A006425,,918.75
A006426,,918.75
A006427,OPT-C-01-04,1039.5
A006428,OPT-C-01-04,3120
A006429,OPT-C-01-04,1800
A006430,OPT-C-01-04,43.89
A006431,OPT-C-01-04,53.36
A006432,OPT-C-01-04,60.352
A006433,OPT-C-01-04,83.259
A006434,OPT-A-01-04,39.304
A006435,OPT-A-01-04,400
A006436,OPT-C-01-04,291.45
A006437,,880
A006438,OPT-C-01-04,500
A006439,OPT-C-01-04,32568
A006440,OPT-A-01-04,127
A006441,OPT-C-01-04,2893.8
A006442,OPT-C-01-04,4653
A006443,OPT-C-01-04,688.205
A006444,,2892.8
A006445,OPT-C-01-04,5.2
A006446,OPT-C-01-04,6.2
A006447,OPT-A-01-04,15.895
A006448,OPT-C-01-04,16.473
A006449,,208278
A006450,OPT-C-01-04,883.5
A006451,OPT-C-01-04,4613.4
A006452,OPT-C-01-04,8363.25
A006453,OPT-C-01-04,0
A006454,OPT-C-01-04,8874
A006455,OPT-C-01-04,2735.04
A006456,OPT-C-01-04,1920
A006457,OPT-C-01-04,0
A006458,OPT-C-05-07,40572
A006459,OPT-C-01-04,40612.5
A006460,OPT-A-01-04,35853
A006461,OPT-A-01-04,5595.5
A006462,OPT-A-01-04,85.8
A006463,OPT-B-01-04,16000
A006464,OPT-A-05-07,35853
A006465,,0
A006466,OPT-C-01-04,975.375
A006467,OPT-C-01-04,2868.075
A006468,OPT-C-01-04,6015.625
A006469,OPT-A-01-04,1530.76
A006470,OPT-A-01-04,220.5
A006471,OPT-C-01-04,133561.35
A006472,,25.6
A006473,,100
A006474,,7053.75
A006475,OPT-B-01-04,6015.625
A006476,OPT-C-01-04,5538
A006477,OPT-C-01-04,1860456
A006478,OPT-C-01-04,28900
A006479,OPT-C-01-04,28900
A006480,OPT-C-01-04,15334
A006481,OPT-C-01-04,4500
A006482,OPT-C-01-04,274040
A006483,OPT-C-01-04,3744
A006484,,28126
A006485,OPT-C-01-04,674.25
A006486,OPT-C-01-04,29250
A006487,OPT-C-01-04,1530.76
A006488,OPT-C-01-04,36337.5
A006489,OPT-C-01-04,5186.5
A006490,OPT-B-01-04,2106
A006491,OPT-C-01-04,6015.625
A006492,OPT-C-01-04,17926.5
A006493,OPT-C-01-04,35538.5
A006494,OPT-B-01-04,17204
A006495,OPT-C-01-04,25752
A006496,OPT-C-01-04,0
A006497,OPT-B-01-04,17297.5
A006498,OPT-MDK-14,317.52
A006499,OPT-A-01-04,0
A006500,OPT-C-01-04,20.7
A006501,OPT-C-01-04,1749.6
A006502,OPT-C-01-04,680.625
A006503,OPT-C-01-04,1105.15
A006504,OPT-C-01-04,22.44
A006505,OPT-C-01-04,9.36
A006506,OPT-C-01-04,740
A006507,OPT-C-01-04,5875.2
A006508,OPT-C-01-04,539.136
A006509,OPT-A-01-04,0
A006510,OPT-A-01-04,21
A006511,OPT-C-01-04,494.9
A006512,OPT-A-01-04,3
A006513,OPT-C-01-04,838.35
A006514,OPT-C-01-04,80.92
A006515,OPT-C-01-04,925.1
A006516,OPT-C-01-04,15
A006517,OPT-C-01-04,1813.925
A006518,OPT-C-01-04,180
A006519,OPT-C-01-04,420.25
A006520,OPT-A-01-04,46.56
A006521,OPT-A-01-04,70
A006522,OPT-A-01-04,30.208
A006523,,0
A006524,OPT-A-01-04,2494.8
A006525,OPT-A-01-04,0
A006526,,4818
A006527,OPT-C-01-04,2340
A006528,OPT-A-01-04,421.2
A006529,OPT-C-01-04,675
A006530,OPT-C-01-04,111.012
A006531,OPT-C-01-04,106.25
A006532,OPT-C-01-04,3.125
A006533,OPT-C-01-04,0
A006534,,900
A006535,OPT-C-01-04,7049
A006536,OPT-C-01-04,386.425
A006537,OPT-C-01-04,68.4
A006538,OPT-A-01-04,544
A006539,,1000
A006540,OPT-C-01-04,267.03
A006541,OPT-C-01-04,1122.11
A006542,OPT-A-05-07,3712
A006543,,0
A006544,OPT-B-01-04,858
A006545,OPT-C-01-04,14784
A006546,OPT-C-07-11,134640
A006547,OPT-C-01-04,522.72
A006548,OPT-C-01-04,1336.5
A006549,OPT-C-01-04,525.625
A006550,OPT-C-01-04,960
A006551,OPT-C-01-04,1680
A006552,OPT-C-01-04,1326
A006553,,672.75
A006554,OPT-C-01-04,17297.5
A006555,OPT-C-01-04,11130
A006556,OPT-C-01-04,5544
A006557,OPT-C-01-04,13566
A006558,OPT-C-01-04,36337.5
A006559,OPT-C-01-04,36337.5
A006560,OPT-C-01-04,2260.125
A006561,OPT-C-01-04,4410
A006562,OPT-C-01-04,3402
A006563,OPT-C-01-04,0
A006564,OPT-A-05-07,387.2
A006565,OPT-B-05-07,35853
A006566,OPT-C-01-04,17486.2
A006567,OPT-C-01-04,35853
A006568,OPT-C-01-04,18759.96
A006569,OPT-C-01-04,46800
A006570,OPT-A-05-07,38377.5
A006571,OPT-C-01-04,13680
A006572,OPT-A-01-04,340
A006573,OPT-B-01-04,39186.25
A006574,PALLET-C,432250
A006575,PALLET-C,314216
A006576,OPT-C-01-04,0
A006577,PALLET-C,351000
A006578,PALLET-C,293760
A006579,PALLET-C,780000
A006580,PALLET-C,780000
A006581,"pallet jack
",10500000
A006582,OPT-C-01-04,0
A006583,,2250000
A006584,OPT-C-01-04,0
A006585,"pallet jack
",3922870.5
A006586,,1500000
A006587,,1000000
A006588,"pallet jack
",3375000
A006589,,800000
A006590,,1500000
A006591,"pallet jack
",864000
A006592,OPT-C-01-04,1466250
A006593,OPT-C-01-04,1300000
A006594,OPT-C-01-04,0
A006595,"pallet jack
",4500000
A006596,"pallet jack
",468000
A006597,OPT-C-01-04,0
A006598,"pallet jack
",0
A006599,"pallet jack
",0
A006600,"pallet jack
",0
A006601,,1320000
A006602,OPT-C-01-04,0
A006603,OPT-C-01-04,0
A006604,"pallet jack
",828000
A006605,,1440000
A006606,,3375000
A006607,,3375000
A006608,,1000000
A006609,,1500000
A006610,"pallet jack
",864000
A006611,"pallet jack
",864000
A006612,"pallet jack
",416000
A006613,"pallet jack
",3700000
A006614,"pallet jack
",4872000
A006615,"pallet jack
",48000000
A006616,"pallet jack
",0
A006617,"pallet jack
",0
A006618,OPT-C-01-04,0
A006619,OPT-C-05-07,13162.25
A006620,OPT-C-05-07,46816
A006621,CANTI-LIGHT,54000
A006622,OPT-C-05-07,109500
A006623,CANTI-LIGHT,19208
A006624,CANTI-LIGHT,9089.5
A006625,CANTI-LIGHT,5650.2
A006626,OPT-C-05-07,9066.75
A006627,OPT-C-05-07,9084.375
A006628,,29520
A006629,CANTI-LIGHT,45864
A006630,OPT-C-05-07,17550
A006631,CANTI-LIGHT,10206
A006632,OPT-A-01-04,10108
A006633,CANTI-LIGHT,19620
A006634,CANTI-LIGHT,25840
A006635,OPT-C-05-07,6314
A006636,OPT-C-01-04,1075.76
A006637,OPT-B-01-04,5103
A006638,OPT-A-05-07,24804
A006639,OPT-C-01-04,264.851
A006640,OPT-A-01-04,121.203
A006641,OPT-C-01-04,14259.375
A006642,OPT-MDK-14,787.32
A006643,OPT-A-01-04,344.85
A006644,OPT-B-01-04,7195.5
A006645,OPT-C-01-04,0
A006646,OPT-C-01-04,199.42
A006647,OPT-C-01-04,266935.5
A006648,OPT-C-07-11,235248
A006649,PALLET-B,107800
A006650,PALLET-B,184766.4
A006651,OPT-C-07-11,89531
A006652,OPT-C-01-04,0
A006653,PALLET-B,80112.5
A006654,OPT-C-01-04,0
